"bus-cycles","branch-instructions","cache-references","node-loads","branch-misses","node-stores","cache-misses","instructions","L1-icache-load-misses","branch-loads","LLC-load-misses","L1-dcache-loads","LLC-loads","L1-dcache-stores","L1-dcache-load-misses","iTLB-load-misses","class"
"995157","9134043","168145","42863","105613","24121","68716","48000000","63460","3334885","19186","5020518","32460","3225233","156409","9393","virus"
"994306","9251186","166582","42470","106271","24036","68182","48000000","66400","3469085","19654","5212194","33270","3329779","161826","9621","virus"
"995384","9368218","165457","42207","107183","23990","67832","49000000","70033","3698681","20460","5531965","34533","3502190","169361","9966","virus"
"995898","9442066","165116","41823","107857","23835","67259","49000000","72333","3950221","21199","5866899","35573","3667723","176194","10214","virus"
"991320","9468860","163631","41420","108051","23693","66704","49000000","74473","4189777","21934","6186185","36587","3827638","182069","10456","virus"
"991196","9466544","163965","41374","109259","23707","66672","49000000","76634","4411162","22604","6483677","37564","3976979","187524","10686","virus"
"994858","9489489","164276","41657","110732","23945","67193","49000000","78461","4618000","23255","6760626","38453","4117406","192890","10901","virus"
"995235","9480289","165040","41682","111279","24074","67330","49000000","81990","4803472","23710","7018242","39371","4252593","199820","11232","virus"
"995484","9478936","164970","41760","111944","24284","67589","49000000","84053","4977244","24166","7254591","40110","4374167","204825","11446","virus"
"993990","9468210","164464","41742","112305","24332","67574","49000000","86579","5121884","24697","7464144","40963","4494938","210149","11721","virus"
"992291","9436733","164402","41586","112301","24206","67252","49000000","88373","5246926","25294","7652015","41796","4610927","214310","11981","virus"
"956650","9094400","158638","40129","108271","23315","64863","47000000","90854","5359237","25812","7824037","42748","4718430","219361","12245","virus"
"31803","140749","25833","3499","8233","662","5989","730672","69789","1931127","45818","159520","123845","2294554","12609","743","virus"
"19528","101347","7746","631","2588","179","1585","556447","4410","102287","843","163669","2504","102608","5642","97","virus"
"39263","170007","19141","2275","6457","267","5358","1012901","11286","174374","2408","312731","6533","166880","13633","300","virus"
"26871","114335","24610","3492","7006","470","4840","591229","8094","1570478","2095","143973","5739","98514","11402","775","virus"
"64550","338727","35368","3914","13494","393","8409","1749902","20719","339186","4478","539686","12467","304295","29490","1121","virus"
"33138","156762","16194","2305","5757","266","4495","830543","8660","155561","2377","242456","5539","142367","13029","313","virus"
"22941","95077","15961","1699","4774","68","3659","491900","7892","94953","1802","142908","5068","79632","10265","256","virus"
"23676","99100","15793","1946","4606","82","4086","511852","11794","102993","2831","155600","7397","87117","13973","850","virus"
"7799","29286","6976","868","1507","20","1458","159534","3233","29821","1197","19499","2588","31465","2133","49","virus"
"1128","3940","970","139","201","7","220","21577","486","4518","192","22228","395","4700","2561","7","virus"
"31919","139959","18408","2227","6041","265","5311","731561","9854","139894","2197","215481","5775","124947","12429","303","virus"
"17138","98615","7918","575","2650","118","1496","541535","5023","104398","815","167293","3220","105539","6565","113","virus"
"673890","4121727","338213","77995","35958","13398","100282","23000000","157643","4134504","76811","5619778","182792","4384067","405475","2176","virus"
